T36SYB_20220130T082059_B02_20m,T36SYB_20220130T082059_B03_20m,T36SYB_20220130T082059_B04_20m,T36SYB_20220130T082059_B05_20m,T36SYB_20220130T082059_B06_20m,T36SYB_20220130T082059_B07_20m,T36SYB_20220130T082059_B11_20m,T36SYB_20220130T082059_B12_20m,T36SYB_20220130T082059_B8A_20m,Yield
0.134,0.1612,0.1419,0.2012,0.3614,0.3973,0.3005,0.2098,0.4186,3.43
0.1366,0.1661,0.1497,0.2067,0.342,0.3709,0.3024,0.2189,0.3892,4.25
0.1359,0.1672,0.15,0.2071,0.3445,0.3807,0.3031,0.2188,0.3905,3.11
0.1362,0.1596,0.1518,0.1991,0.3166,0.3667,0.2937,0.2196,0.3677,3.15
0.1357,0.1679,0.1508,0.2072,0.3446,0.3756,0.3014,0.2173,0.3935,3.71
0.1385,0.1676,0.1524,0.2056,0.3383,0.3749,0.307,0.2189,0.3879,2.66
0.1371,0.1637,0.148,0.2006,0.3432,0.3798,0.3021,0.2153,0.402,3.99
0.1412,0.1616,0.1552,0.202,0.317,0.3639,0.3007,0.2304,0.3826,2.9
0.1426,0.1717,0.1573,0.2178,0.3556,0.3923,0.3119,0.2267,0.4058,3.86
0.1357,0.1657,0.1485,0.2052,0.3483,0.3865,0.3038,0.2187,0.3982,5.32
0.1362,0.1659,0.151,0.2055,0.3419,0.3924,0.3047,0.2173,0.4028,1.61
0.143,0.1748,0.162,0.213,0.3411,0.3737,0.3094,0.2275,0.3896,3.15
0.1356,0.1656,0.1483,0.2073,0.3483,0.3896,0.301,0.2147,0.4027,4.51
0.1379,0.1667,0.153,0.2094,0.344,0.3763,0.3069,0.2214,0.3965,4.38
0.1352,0.1646,0.1461,0.204,0.3562,0.3912,0.3003,0.2097,0.4065,4.35
0.1368,0.1631,0.1558,0.2151,0.3361,0.3715,0.3113,0.2314,0.3883,3.32
0.1372,0.1686,0.1504,0.2081,0.3625,0.406,0.3075,0.2193,0.4243,4.86
0.1414,0.164,0.1581,0.2073,0.3308,0.3748,0.3139,0.2354,0.3848,4.1
0.1504,0.1787,0.1727,0.2294,0.3403,0.3626,0.3187,0.2391,0.3817,3.39
0.1298,0.1596,0.1393,0.1986,0.3699,0.4058,0.2969,0.2093,0.4219,2.66
0.1319,0.1601,0.1374,0.195,0.3715,0.4188,0.2835,0.1975,0.4259,3.18
0.1369,0.1645,0.1491,0.2008,0.3416,0.3824,0.2898,0.2055,0.3935,4.96
0.1403,0.1627,0.1598,0.203,0.3023,0.3399,0.3013,0.2306,0.3567,2.95
0.1453,0.1611,0.1618,0.1949,0.2914,0.3313,0.2863,0.2248,0.3528,3.97
0.1338,0.1589,0.1464,0.2039,0.3295,0.3668,0.2976,0.215,0.3812,3.99
0.1381,0.157,0.1579,0.1906,0.2998,0.3422,0.2736,0.2082,0.3706,4.17
0.1329,0.1572,0.1426,0.1959,0.3298,0.3657,0.2912,0.2118,0.382,4.85
0.135,0.1582,0.1447,0.1925,0.3312,0.3647,0.2884,0.2077,0.3831,3.16
0.1457,0.1684,0.1667,0.2084,0.3027,0.3218,0.3115,0.2425,0.3394,2.45
0.143,0.1605,0.1648,0.1996,0.3097,0.3435,0.2855,0.2138,0.3601,3.95
0.1272,0.1554,0.1356,0.192,0.3416,0.3766,0.2885,0.2074,0.3881,4.07
0.1281,0.1567,0.1376,0.1895,0.3438,0.3806,0.2835,0.1979,0.3938,4.62
0.1268,0.1534,0.1313,0.1904,0.3642,0.4206,0.2794,0.1962,0.426,4.17
0.1257,0.1546,0.1309,0.1915,0.365,0.4183,0.2819,0.2002,0.4287,3.14
0.1179,0.1372,0.1203,0.163,0.3856,0.5052,0.2531,0.176,0.5166,5.15
0.125,0.1443,0.1326,0.1846,0.3644,0.4581,0.2711,0.1887,0.4615,2.89
0.1196,0.1378,0.1202,0.1559,0.3957,0.5108,0.2391,0.161,0.5299,4.47
0.1232,0.1425,0.1279,0.176,0.3719,0.4693,0.2668,0.1879,0.4843,4.28
0.1127,0.1351,0.1153,0.1557,0.4004,0.5215,0.2379,0.1617,0.5349,5.36
0.1217,0.1434,0.1276,0.1714,0.3738,0.4659,0.2662,0.1885,0.4858,3.4
0.1138,0.1315,0.1156,0.1557,0.3983,0.5247,0.2375,0.1586,0.5286,4.96
0.1203,0.1449,0.1269,0.1782,0.3693,0.4584,0.268,0.1867,0.4799,4.01
0.1154,0.1327,0.116,0.1547,0.3915,0.518,0.2398,0.1596,0.522,5.55
0.1245,0.1457,0.1296,0.1845,0.3678,0.4466,0.272,0.1863,0.4627,4.27
0.1139,0.1323,0.1153,0.155,0.3766,0.5026,0.2412,0.1627,0.5108,5.8
0.1223,0.146,0.1288,0.1849,0.377,0.4591,0.276,0.1888,0.4718,3.04
0.1151,0.1335,0.117,0.1519,0.3842,0.5131,0.2448,0.1668,0.5268,6
0.125,0.1503,0.1322,0.18,0.39,0.4888,0.2772,0.1951,0.4985,3
0.1147,0.1355,0.116,0.1583,0.3946,0.5186,0.2442,0.1654,0.5412,5.74
0.1219,0.1481,0.1298,0.1851,0.3779,0.4623,0.2774,0.1949,0.48,2.58
0.1149,0.1345,0.1137,0.1621,0.3993,0.514,0.2458,0.1627,0.5216,5.7
0.1315,0.1543,0.1427,0.1905,0.3703,0.4451,0.2801,0.1959,0.4634,2.97
0.1143,0.1334,0.1162,0.1608,0.3922,0.5186,0.2438,0.1664,0.5203,5.78
0.132,0.1497,0.1403,0.1777,0.3581,0.46,0.2619,0.1857,0.4745,5.55
0.1234,0.1481,0.1314,0.1893,0.378,0.4662,0.2792,0.194,0.4767,3.31
0.113,0.135,0.1164,0.1524,0.3974,0.5335,0.2446,0.1655,0.5444,5.92
0.1284,0.1519,0.1363,0.175,0.3707,0.4618,0.2601,0.1849,0.4844,6.32
0.1253,0.1467,0.135,0.186,0.3778,0.4784,0.279,0.1944,0.4892,2.91
0.1157,0.1341,0.1159,0.1515,0.4037,0.535,0.2449,0.1636,0.5562,6.5
0.1262,0.1478,0.134,0.1767,0.3846,0.4832,0.2576,0.1797,0.4871,5.77
0.1255,0.1505,0.1328,0.1832,0.3728,0.46,0.2795,0.1997,0.4769,1.97
0.1175,0.1341,0.116,0.1551,0.4037,0.529,0.2428,0.1616,0.5433,5.27
0.1256,0.1464,0.1322,0.1752,0.3813,0.4965,0.2563,0.1765,0.4998,6.06
0.1296,0.1521,0.1395,0.1883,0.3643,0.4422,0.2798,0.2043,0.457,2.63
0.1159,0.1349,0.1157,0.1582,0.4026,0.5427,0.2431,0.1639,0.5449,4.83
0.1205,0.1389,0.1229,0.1666,0.3791,0.4916,0.2517,0.1716,0.5082,5.51
0.1314,0.1528,0.1417,0.1987,0.3674,0.4429,0.2843,0.2048,0.4563,3.07
0.1151,0.1343,0.1158,0.1555,0.4013,0.5469,0.241,0.1645,0.5548,5.6
0.1171,0.1348,0.1192,0.1613,0.3841,0.495,0.2424,0.1649,0.5108,6.21
0.1307,0.1524,0.1405,0.1925,0.3625,0.4423,0.2868,0.2027,0.4522,2.78
0.115,0.1336,0.1154,0.1541,0.3931,0.5197,0.239,0.1613,0.538,6.35
0.1154,0.135,0.1155,0.1601,0.3966,0.5129,0.2378,0.1615,0.52,5.97
0.1328,0.155,0.1454,0.188,0.3511,0.4198,0.2849,0.2054,0.4406,2.22
0.1164,0.134,0.1145,0.1584,0.3914,0.506,0.2406,0.1604,0.5246,6.31
0.1141,0.1336,0.1153,0.1602,0.403,0.5372,0.2382,0.1619,0.5389,5.2
0.134,0.1539,0.1476,0.1906,0.3512,0.4156,0.285,0.207,0.4388,3.12
0.1154,0.1347,0.1153,0.1599,0.4042,0.5313,0.2426,0.1619,0.541,5.26
0.1142,0.1343,0.1142,0.1577,0.3987,0.5325,0.2373,0.1616,0.5491,5.57
0.1345,0.1573,0.1488,0.1994,0.3585,0.4161,0.2853,0.2035,0.4389,2.59
0.1164,0.1324,0.1157,0.1579,0.4041,0.5348,0.2449,0.1642,0.5413,5.05
0.115,0.1338,0.1147,0.1588,0.4025,0.5275,0.2373,0.1613,0.5365,5.04
0.131,0.1588,0.1451,0.2026,0.3652,0.4311,0.2893,0.2043,0.4526,2.59
0.1154,0.1334,0.117,0.1541,0.3948,0.5157,0.2449,0.1633,0.5347,5.16
0.1158,0.1347,0.1145,0.1605,0.3971,0.5262,0.2378,0.161,0.5388,5.63
0.1314,0.1559,0.1496,0.1965,0.3645,0.4575,0.293,0.2091,0.4762,2.69
0.1144,0.1341,0.1161,0.1566,0.4165,0.5463,0.2443,0.1618,0.5611,6.1
0.1159,0.1347,0.1154,0.1629,0.4191,0.5632,0.2402,0.1616,0.5738,6.11
0.1369,0.1599,0.155,0.1955,0.361,0.4471,0.2941,0.2125,0.4733,3.42
0.117,0.1344,0.115,0.1623,0.4211,0.5747,0.2466,0.162,0.5834,7.04
0.1145,0.1339,0.115,0.1613,0.423,0.5886,0.2404,0.1614,0.5958,6.97
0.1402,0.1613,0.1573,0.2045,0.3632,0.4316,0.2928,0.2105,0.4615,4.22
0.1152,0.1357,0.115,0.1606,0.4234,0.5737,0.249,0.1639,0.5863,5.89
0.1138,0.134,0.1143,0.1609,0.4171,0.5734,0.2417,0.1601,0.5889,6.52
0.139,0.1669,0.1595,0.2163,0.3632,0.4326,0.2984,0.2141,0.4602,4.52
0.1139,0.135,0.1165,0.1571,0.4216,0.5743,0.2495,0.1657,0.5874,6.92
0.1165,0.1335,0.114,0.1626,0.42,0.5698,0.2392,0.1595,0.5801,7.37
0.142,0.1677,0.1625,0.2127,0.3603,0.443,0.3047,0.221,0.4622,4.74
0.1164,0.1362,0.1143,0.1526,0.4205,0.5708,0.2497,0.1642,0.5855,6.36
0.1413,0.1686,0.1588,0.2045,0.3659,0.4458,0.3036,0.2199,0.4657,5.25
0.1145,0.1346,0.1145,0.1605,0.4289,0.5699,0.2494,0.165,0.584,6.04
0.1155,0.134,0.1139,0.1619,0.438,0.6009,0.245,0.1636,0.6068,5.59
0.1451,0.1734,0.165,0.2112,0.3617,0.4383,0.3018,0.2155,0.4593,4.58
0.1147,0.1358,0.1131,0.167,0.434,0.5851,0.2526,0.1682,0.5924,6.51
0.1167,0.1349,0.1137,0.1596,0.4349,0.6021,0.2435,0.1623,0.6146,6.36
0.1454,0.1704,0.1656,0.2181,0.3631,0.4317,0.3027,0.2147,0.4548,4.27
0.1149,0.1355,0.1155,0.1614,0.4286,0.5904,0.2553,0.171,0.5945,6.18
0.1169,0.1367,0.1147,0.1595,0.4315,0.5882,0.2436,0.1609,0.6054,6.5
0.1169,0.137,0.1194,0.1664,0.415,0.5461,0.2556,0.1688,0.5615,2.74
0.142,0.1719,0.1625,0.2053,0.3582,0.4351,0.3054,0.2216,0.4535,2.35
0.1157,0.1357,0.1148,0.167,0.4317,0.5756,0.2533,0.1673,0.586,6.06
0.1169,0.1347,0.1146,0.1604,0.4364,0.5971,0.2491,0.1654,0.6021,6.09
0.1411,0.1692,0.1605,0.2114,0.3652,0.436,0.2995,0.2111,0.4547,4.91
0.1153,0.1361,0.1147,0.165,0.4296,0.5808,0.2528,0.1687,0.5958,6.26
0.1157,0.1339,0.1138,0.1587,0.4339,0.5973,0.2438,0.1629,0.6075,6.55
0.1494,0.1768,0.1746,0.2285,0.3678,0.4211,0.3059,0.2213,0.4507,4.54
0.1178,0.1356,0.1159,0.1599,0.4278,0.5878,0.2567,0.1717,0.5917,5.91
0.1153,0.1369,0.1153,0.1614,0.4329,0.5914,0.2436,0.1611,0.6006,6.31
0.1517,0.1793,0.1829,0.2291,0.3642,0.4327,0.3134,0.2337,0.4542,4.97
0.1146,0.1362,0.1145,0.1596,0.4244,0.5789,0.2576,0.169,0.5874,5.38
0.1161,0.1364,0.1148,0.1628,0.436,0.5968,0.245,0.162,0.6057,6.73
0.1521,0.1804,0.1836,0.2263,0.36,0.4342,0.3222,0.2384,0.455,5.37
0.1161,0.1374,0.118,0.1679,0.428,0.5732,0.2576,0.1676,0.587,5.76
0.1587,0.1898,0.1965,0.2291,0.3564,0.4197,0.3241,0.2359,0.448,4.96
0.1162,0.1359,0.1164,0.1716,0.4345,0.5812,0.2601,0.1711,0.5982,5.39
0.1152,0.1367,0.1144,0.1562,0.4437,0.6139,0.2457,0.1623,0.6292,6.31
0.1468,0.1768,0.1774,0.2323,0.356,0.4076,0.3156,0.224,0.441,4.73
0.1192,0.1383,0.1173,0.1643,0.4363,0.5965,0.2624,0.1765,0.5974,5.41
0.1154,0.1379,0.1158,0.1589,0.4465,0.6089,0.2443,0.1621,0.6178,6.74
0.1522,0.1825,0.182,0.2307,0.3574,0.4094,0.316,0.23,0.4403,4.36
0.1168,0.1376,0.1159,0.1597,0.4262,0.5888,0.2624,0.1736,0.5882,5.6
0.1161,0.1377,0.1163,0.1644,0.4451,0.6042,0.2455,0.162,0.613,6.94
0.1475,0.1769,0.1798,0.22,0.358,0.4219,0.3188,0.2322,0.4432,4.57
0.1183,0.1375,0.1173,0.1682,0.4253,0.5715,0.2565,0.1704,0.5819,4.7
0.1177,0.1368,0.1144,0.1638,0.4461,0.6084,0.2471,0.1628,0.6244,7.17
0.1473,0.1753,0.1656,0.2131,0.3667,0.4327,0.3109,0.2204,0.448,5.28
0.1182,0.1376,0.1178,0.1724,0.4331,0.5769,0.2569,0.1712,0.5894,5.28
0.1168,0.1374,0.1141,0.1609,0.4574,0.6157,0.2482,0.1629,0.6241,7.18
0.1467,0.1789,0.1744,0.223,0.3593,0.4175,0.3079,0.2192,0.4384,5.84
0.1187,0.1391,0.1187,0.1743,0.4364,0.5857,0.261,0.177,0.5993,5.33
0.1161,0.1389,0.1155,0.162,0.4539,0.625,0.2468,0.1623,0.6288,7.2
0.1458,0.1768,0.1667,0.2268,0.3575,0.4046,0.3089,0.2213,0.4248,5.53
0.119,0.1416,0.1196,0.1643,0.4274,0.5728,0.2631,0.1762,0.5787,6.15
0.1155,0.1365,0.1153,0.162,0.4352,0.5884,0.2458,0.1607,0.6011,7.06
0.1439,0.1761,0.1667,0.2189,0.36,0.4153,0.3086,0.2241,0.4396,5.16
0.1167,0.1367,0.1165,0.1636,0.4195,0.5691,0.2616,0.1722,0.5736,5.31
0.115,0.1367,0.115,0.1636,0.4447,0.6068,0.2468,0.1625,0.6159,6.72
0.1462,0.1748,0.1677,0.2135,0.3608,0.4225,0.3133,0.2273,0.4407,5.75
0.1191,0.1392,0.1194,0.17,0.4259,0.5681,0.262,0.1726,0.5818,5.04
0.1168,0.1373,0.1158,0.1632,0.4565,0.6339,0.249,0.1644,0.6397,5.99
0.1444,0.1761,0.1663,0.2131,0.3569,0.4234,0.3125,0.2221,0.4383,5.21
0.1174,0.1384,0.1167,0.1742,0.4333,0.5735,0.2636,0.1751,0.593,5.28
0.1173,0.1378,0.1166,0.1611,0.4577,0.6344,0.2498,0.1645,0.6384,6.04
0.1444,0.1743,0.1624,0.222,0.3524,0.4056,0.3093,0.2189,0.4268,5.57
0.1201,0.1381,0.1185,0.1725,0.4356,0.5745,0.2643,0.1772,0.5971,5.4
0.118,0.1372,0.1164,0.1609,0.4545,0.6231,0.2498,0.1631,0.6332,6.22
0.1458,0.1742,0.1669,0.2255,0.3539,0.3994,0.3075,0.223,0.4357,4.94
0.1176,0.1377,0.1186,0.1649,0.433,0.5861,0.2651,0.1772,0.588,4.34
0.1173,0.1376,0.1167,0.1634,0.4557,0.6204,0.2491,0.1625,0.6287,6.56
0.1184,0.1382,0.1199,0.1685,0.4226,0.5791,0.2648,0.1747,0.5775,4.21
0.1162,0.1385,0.1153,0.164,0.4556,0.6204,0.2484,0.1648,0.6327,6.1
0.1473,0.1777,0.1721,0.2244,0.3519,0.3958,0.3164,0.2308,0.4144,1.64
0.1226,0.1416,0.1257,0.1817,0.4088,0.5292,0.267,0.1826,0.5505,3.8
0.1211,0.1402,0.1194,0.1613,0.4441,0.6094,0.2513,0.1682,0.6226,6.57
0.149,0.183,0.1749,0.2356,0.3438,0.3759,0.3186,0.2362,0.4026,6.13
0.1275,0.1503,0.139,0.1827,0.4063,0.5289,0.277,0.1971,0.548,5.26
0.122,0.1404,0.1236,0.1613,0.4371,0.6051,0.2539,0.1648,0.6096,6.14
0.1456,0.1791,0.1681,0.231,0.3488,0.3857,0.3156,0.2289,0.423,5.15
0.1193,0.1397,0.1237,0.1696,0.4237,0.5626,0.2704,0.1861,0.5736,5.75
0.1165,0.1368,0.1171,0.1667,0.4509,0.6271,0.2505,0.1618,0.6359,6.08
0.1445,0.1758,0.1677,0.2249,0.3584,0.4011,0.3122,0.2286,0.438,4.94
0.1192,0.1388,0.1185,0.1655,0.4248,0.5757,0.2676,0.1763,0.58,5.39
0.1165,0.1393,0.117,0.1671,0.4584,0.627,0.2499,0.1626,0.6395,6.26
0.1419,0.1763,0.1634,0.2183,0.3651,0.415,0.3133,0.2287,0.4444,4.67
0.1195,0.1398,0.1212,0.1737,0.421,0.5649,0.266,0.1748,0.5715,5.56
0.116,0.138,0.1166,0.1626,0.4576,0.6275,0.249,0.164,0.6419,6.05
0.1476,0.1797,0.1719,0.2213,0.3652,0.4178,0.3183,0.2279,0.4366,4.57
0.1173,0.1431,0.1214,0.1792,0.4225,0.5515,0.2642,0.1798,0.5728,4.91
0.1191,0.1394,0.1167,0.1607,0.4586,0.6315,0.2508,0.1627,0.6422,6.14
0.1473,0.1829,0.1716,0.2318,0.3581,0.4078,0.3168,0.2284,0.4233,5.11
0.1223,0.1405,0.125,0.1748,0.4255,0.5502,0.2669,0.1844,0.5773,5.94
0.1179,0.1374,0.1162,0.1611,0.4585,0.6368,0.2516,0.1615,0.6462,6.28
0.1462,0.1805,0.172,0.2353,0.3555,0.3973,0.3156,0.233,0.4307,4.38
0.1213,0.1436,0.124,0.1695,0.4261,0.5649,0.2708,0.1834,0.5764,5.85
0.1177,0.1398,0.1161,0.1646,0.4579,0.6354,0.2501,0.1623,0.6354,6.5
0.1235,0.1436,0.1259,0.1749,0.4228,0.5636,0.2713,0.1806,0.5685,5.37
0.1181,0.1395,0.1166,0.1666,0.4599,0.6321,0.2495,0.1643,0.6427,6.33
0.1201,0.1451,0.1258,0.1819,0.4229,0.5623,0.2683,0.1799,0.5712,4.05
0.1182,0.1392,0.1145,0.1625,0.4578,0.6304,0.2484,0.163,0.6496,6.46
0.1214,0.1436,0.1219,0.1817,0.4219,0.5468,0.2636,0.1791,0.5704,6.21
0.1159,0.138,0.1149,0.1596,0.4444,0.6084,0.247,0.1603,0.6181,6.04
0.1192,0.1405,0.1221,0.1755,0.4177,0.5344,0.2628,0.1779,0.5636,3.2
0.1176,0.1366,0.1148,0.1583,0.4286,0.5849,0.2419,0.1573,0.5868,6.09
0.122,0.1445,0.1203,0.1722,0.4136,0.5398,0.2646,0.1779,0.5549,3.92
0.1155,0.1366,0.1146,0.1588,0.4216,0.5779,0.2398,0.1584,0.5843,4.86
0.1222,0.1424,0.1239,0.1783,0.4205,0.5451,0.2648,0.1755,0.5416,3.86
0.1158,0.1366,0.1159,0.1595,0.4254,0.5794,0.241,0.161,0.587,5.06
0.1228,0.1447,0.1228,0.1793,0.4125,0.5336,0.2635,0.1765,0.537,2.93
0.1177,0.1371,0.1151,0.1576,0.4361,0.5856,0.2452,0.1621,0.6051,5.83
0.1206,0.1429,0.1223,0.1768,0.4124,0.5239,0.265,0.1815,0.5499,1.94
0.1147,0.136,0.115,0.1594,0.444,0.5908,0.2458,0.1609,0.6053,5.44
0.1415,0.1769,0.1638,0.2345,0.366,0.4109,0.3159,0.2261,0.4283,0.98
0.1224,0.1451,0.1243,0.1734,0.4158,0.523,0.2671,0.1824,0.55,3.18
0.1165,0.1352,0.1157,0.1621,0.4392,0.594,0.2441,0.1598,0.5933,5.95
0.1217,0.1468,0.127,0.1784,0.4145,0.5343,0.2689,0.1812,0.5406,2.6
0.1158,0.1372,0.1147,0.1608,0.4351,0.5898,0.2433,0.1615,0.6023,5.51
0.116,0.1367,0.1154,0.1613,0.4292,0.5682,0.2434,0.161,0.5863,5.26
0.1225,0.1473,0.1276,0.188,0.4116,0.5342,0.2703,0.1821,0.5323,3.57
0.1161,0.1366,0.1156,0.1607,0.4385,0.5905,0.2448,0.1632,0.6118,4.56
0.1171,0.1384,0.1156,0.1633,0.4288,0.5765,0.2434,0.1612,0.5724,4.12
0.1167,0.1374,0.1162,0.1548,0.4466,0.5981,0.247,0.1605,0.61,2.44
0.1181,0.1398,0.1186,0.1607,0.408,0.5345,0.2429,0.1642,0.5613,2.05
0.1173,0.1421,0.1191,0.1749,0.4161,0.5017,0.2582,0.1798,0.5183,1.61
0.115,0.1412,0.1185,0.1765,0.4132,0.4971,0.2552,0.1753,0.5063,2.15
0.1414,0.1667,0.1649,0.2066,0.3521,0.4026,0.2807,0.2141,0.4239,1.71
0.1329,0.1581,0.1497,0.1986,0.3644,0.4355,0.2761,0.2023,0.4346,1.89
0.1343,0.1615,0.1553,0.2017,0.3057,0.3312,0.2934,0.2178,0.3492,1.89
0.1269,0.1532,0.1383,0.1875,0.3787,0.4659,0.269,0.2006,0.4592,1.07
0.1335,0.1638,0.1567,0.2027,0.2984,0.326,0.2825,0.2108,0.3359,1.36
0.1354,0.1639,0.1613,0.2036,0.2954,0.3161,0.2887,0.216,0.331,1.92
0.1324,0.1623,0.1552,0.2022,0.2991,0.3233,0.2807,0.213,0.3376,2.26
0.1335,0.1623,0.1574,0.2017,0.2959,0.3184,0.2859,0.2142,0.325,1.66
0.1361,0.165,0.1611,0.2009,0.2903,0.3191,0.288,0.2182,0.3342,0.83
0.1326,0.1627,0.1582,0.1971,0.2905,0.3156,0.2822,0.2134,0.3232,1.28
0.1336,0.1617,0.1591,0.1987,0.2888,0.3137,0.2841,0.2151,0.3301,3.56
0.138,0.1639,0.1635,0.2041,0.2922,0.3139,0.2882,0.2159,0.3303,0.88
0.1336,0.1594,0.1537,0.1973,0.2926,0.3115,0.2818,0.213,0.3287,1.78
0.1336,0.1626,0.1563,0.2005,0.2951,0.314,0.2839,0.2115,0.3302,1.3
0.1357,0.1643,0.1605,0.2023,0.3022,0.3196,0.2873,0.2132,0.3383,0.97
0.1334,0.1634,0.158,0.2025,0.3016,0.319,0.283,0.2154,0.3343,0.88
0.1341,0.1638,0.1592,0.2056,0.3027,0.3238,0.284,0.2116,0.3406,1.22
0.1358,0.1643,0.1572,0.2049,0.3061,0.3295,0.2859,0.2123,0.3401,3.02
0.1378,0.1677,0.1599,0.2121,0.3117,0.3388,0.2953,0.2179,0.3535,0.91
0.1184,0.144,0.1178,0.1754,0.4184,0.5013,0.2527,0.172,0.51,0.9
0.1337,0.1626,0.1551,0.1994,0.2973,0.3229,0.2838,0.213,0.3327,0.88
0.1336,0.1643,0.1574,0.2038,0.306,0.3268,0.2846,0.2129,0.3417,1.84
0.1341,0.166,0.1609,0.2067,0.3101,0.3322,0.2858,0.2128,0.3456,1.4
0.1368,0.1673,0.162,0.2084,0.3071,0.3358,0.2878,0.2138,0.347,2.93
0.1373,0.1681,0.163,0.2075,0.3086,0.325,0.2923,0.2168,0.3426,1.32
0.1352,0.1589,0.1534,0.1937,0.3553,0.4187,0.2645,0.1988,0.4256,0.85
0.1335,0.1626,0.1564,0.2017,0.301,0.3206,0.2836,0.2137,0.3346,1.65
0.1332,0.1649,0.1579,0.2065,0.3064,0.3294,0.2857,0.2119,0.3424,1.38
0.1362,0.1658,0.1591,0.2001,0.3023,0.3252,0.2906,0.2172,0.3317,1.18
0.1313,0.1617,0.155,0.2014,0.293,0.3153,0.2819,0.2127,0.3253,1.66
0.1354,0.1648,0.1595,0.2069,0.3048,0.3287,0.2873,0.2126,0.3438,2.58
0.1324,0.1603,0.1541,0.1994,0.2923,0.3125,0.2804,0.2135,0.3267,2.17
0.1335,0.1627,0.1572,0.203,0.2976,0.3201,0.2841,0.2124,0.3317,1.38
0.1379,0.1659,0.1649,0.2093,0.2975,0.3187,0.2901,0.2164,0.3379,2.16
0.1313,0.1599,0.1537,0.1981,0.2902,0.3135,0.2806,0.2132,0.3205,1.63
0.1335,0.1613,0.1582,0.203,0.2935,0.3158,0.2826,0.2141,0.3253,1.49
0.1346,0.1654,0.1589,0.203,0.2998,0.3206,0.2822,0.2148,0.3342,2.5
0.1186,0.1445,0.1215,0.1786,0.4136,0.4967,0.2568,0.1789,0.5101,1.17
0.1296,0.158,0.1484,0.1955,0.295,0.3187,0.2766,0.209,0.3308,1.76
0.1332,0.1622,0.1551,0.2009,0.2988,0.3206,0.2796,0.2111,0.3268,1.33
0.1355,0.1656,0.1577,0.2002,0.3072,0.3294,0.2858,0.2102,0.3362,2.44
0.1277,0.1574,0.1458,0.1927,0.3022,0.325,0.2722,0.2014,0.3328,2.35
0.1305,0.1582,0.1476,0.1946,0.298,0.3214,0.274,0.2049,0.3337,1.78
0.1331,0.1606,0.1527,0.1988,0.2957,0.3215,0.278,0.2101,0.3287,0.88
0.1325,0.1634,0.1549,0.1973,0.3078,0.327,0.2832,0.2127,0.3424,1.01
0.1171,0.1451,0.1167,0.1736,0.4348,0.5505,0.2525,0.173,0.5435,1.75
0.1406,0.1634,0.1627,0.2042,0.3017,0.3356,0.2725,0.2089,0.3472,1.28
0.1301,0.158,0.1442,0.1918,0.3,0.3306,0.2709,0.1999,0.3364,2.34
0.132,0.1604,0.1499,0.1945,0.304,0.3249,0.2736,0.2053,0.3376,1.35
0.1338,0.164,0.1554,0.2014,0.3021,0.3276,0.2808,0.2098,0.3363,2.2
0.1306,0.159,0.1478,0.1961,0.3877,0.4525,0.2711,0.1954,0.4786,2.75
0.1306,0.1569,0.1446,0.1959,0.3759,0.4394,0.2719,0.1974,0.4476,2.38
0.1284,0.1534,0.1394,0.1904,0.3646,0.4376,0.2744,0.2015,0.4564,3.5
0.1273,0.1541,0.1463,0.1948,0.3612,0.4391,0.2871,0.2123,0.4542,3.21
0.13,0.1578,0.1522,0.1973,0.3203,0.3705,0.2906,0.2211,0.3805,1.6
0.1283,0.1578,0.1461,0.1911,0.2996,0.3261,0.2699,0.2004,0.3358,2.26
0.1242,0.1512,0.1281,0.1831,0.4317,0.5152,0.2623,0.1781,0.5242,2.7
0.1179,0.1481,0.1195,0.1779,0.4431,0.5615,0.2594,0.1768,0.5631,3.68
0.1138,0.1446,0.117,0.1747,0.4374,0.5518,0.2535,0.1712,0.5665,3.6
0.1177,0.1451,0.1165,0.1775,0.4492,0.5702,0.2574,0.1738,0.5638,3.85
0.1178,0.1432,0.1175,0.1728,0.4472,0.5581,0.2553,0.1742,0.5544,4.38
0.1163,0.1414,0.1179,0.171,0.4351,0.5367,0.2579,0.1722,0.5449,0.83
0.1226,0.15,0.1311,0.1796,0.3773,0.4554,0.2705,0.2001,0.4557,2.36
0.1318,0.1582,0.1494,0.197,0.2979,0.3165,0.2777,0.2099,0.3282,1.56
0.1215,0.1514,0.1262,0.1809,0.4284,0.5441,0.2569,0.1771,0.5386,2.36
0.1174,0.1445,0.1196,0.1799,0.4469,0.5472,0.2532,0.1702,0.5535,3.46
0.1168,0.1428,0.1159,0.1709,0.4332,0.5443,0.2462,0.1659,0.5487,3.65
0.1178,0.1423,0.1161,0.1709,0.441,0.5516,0.2477,0.1674,0.5583,4.08
0.1169,0.1412,0.1151,0.1697,0.4446,0.5526,0.2465,0.1669,0.5555,5.03
0.117,0.1437,0.1172,0.1705,0.4384,0.5439,0.2487,0.1666,0.5432,5.12
0.1195,0.1453,0.1241,0.177,0.4029,0.4855,0.2621,0.1892,0.4904,2.45
0.1299,0.1585,0.1485,0.1914,0.2905,0.3129,0.2731,0.2051,0.3246,1.41
0.132,0.1587,0.1486,0.1942,0.2949,0.3157,0.2763,0.2082,0.3299,1.38
0.121,0.1499,0.1251,0.1852,0.4387,0.5368,0.2569,0.1776,0.5482,3.33
