customer_id,recency_days,number_of_orders,revenue,most_recent_visit
27754,129,9,903,25/08/2020
30430,125,10,719,29/08/2020
4847,564,6,492,16/06/2019
3853,301,9,788,06/03/2020
13666,170,12,770,15/07/2020
21968,129,14,1103,25/08/2020
29271,42,9,1073,20/11/2020
5011,135,10,1048,19/08/2020
21261,152,7,739,02/08/2020
12533,403,15,1412,24/11/2019
28034,88,8,907,05/10/2020
38083,290,6,566,17/03/2020
16098,57,13,1175,05/11/2020
16926,178,9,596,07/07/2020
8483,260,13,1138,16/04/2020
34271,125,10,669,29/08/2020
12750,102,11,1025,21/09/2020
24842,123,10,1034,31/08/2020
17167,38,11,1248,24/11/2020
29246,155,10,1071,30/07/2020
37930,92,5,611,01/10/2020
28678,460,6,901,28/09/2019
2068,160,13,1279,25/07/2020
32644,196,7,810,19/06/2020
27460,158,13,1606,27/07/2020
13220,486,9,884,02/09/2019
17477,60,11,1221,02/11/2020
36888,119,8,558,04/09/2020
29062,423,8,697,04/11/2019
39596,376,10,380,21/12/2019
39217,262,9,884,14/04/2020
33432,448,6,261,10/10/2019
15370,158,10,882,27/07/2020
37436,21,15,1074,11/12/2020
20255,144,7,662,10/08/2020
37071,205,7,752,10/06/2020
5021,60,8,757,02/11/2020
3016,432,10,769,26/10/2019
4359,43,5,678,19/11/2020
36116,165,17,2006,20/07/2020
33128,421,9,722,06/11/2019
39687,149,12,1103,05/08/2020
21293,148,12,1350,06/08/2020
5848,411,8,814,16/11/2019
12330,71,13,1454,22/10/2020
21995,127,13,855,27/08/2020
27335,92,16,1555,01/10/2020
34481,7,11,576,25/12/2020
38632,105,8,773,18/09/2020
12660,15,12,1143,17/12/2020
31595,92,10,803,01/10/2020
23781,233,7,649,13/05/2020
3442,482,8,825,06/09/2019
33699,14,13,1124,18/12/2020
1484,116,8,690,07/09/2020
3741,186,12,937,29/06/2020
34073,359,6,631,07/01/2020
30184,88,9,983,05/10/2020
27463,126,13,1360,28/08/2020
37803,53,15,1625,09/11/2020
25257,275,14,1312,01/04/2020
39224,92,10,1070,01/10/2020
11607,85,13,1186,08/10/2020
33294,153,8,776,01/08/2020
34675,58,8,731,04/11/2020
10311,159,7,881,26/07/2020
26802,103,12,1611,20/09/2020
20455,155,15,1484,30/07/2020
30598,107,10,1163,16/09/2020
30194,69,7,453,24/10/2020
33723,137,8,991,17/08/2020
8367,327,10,918,08/02/2020
36164,451,9,969,07/10/2019
39385,120,8,680,03/09/2020
5329,164,7,996,21/07/2020
13844,75,10,1079,18/10/2020
700,40,9,971,22/11/2020
39787,59,8,851,03/11/2020
38897,252,14,1292,24/04/2020
28310,169,11,861,16/07/2020
25922,63,11,937,30/10/2020
26923,113,9,747,10/09/2020
37,119,8,415,04/09/2020
37607,76,12,874,17/10/2020
11887,81,7,700,12/10/2020
14045,321,13,1536,14/02/2020
38705,102,8,884,21/09/2020
33482,152,9,1196,02/08/2020
10304,434,11,1152,24/10/2019
7590,142,12,1122,12/08/2020
25954,227,5,574,19/05/2020
29756,149,15,1071,05/08/2020
22861,82,13,1226,11/10/2020
14462,183,11,1048,02/07/2020
7449,107,11,867,16/09/2020
31470,209,9,734,06/06/2020
21662,216,11,1526,30/05/2020
6402,183,9,743,02/07/2020
33884,62,10,779,31/10/2020
14329,143,16,1507,11/08/2020
5186,136,8,631,18/08/2020
15016,206,8,802,09/06/2020
7299,381,8,732,16/12/2019
26760,92,5,435,01/10/2020
16239,126,11,1488,28/08/2020
16601,76,13,1150,17/10/2020
36727,109,10,1062,14/09/2020
21570,134,14,1425,20/08/2020
32679,251,11,816,25/04/2020
30541,206,10,1261,09/06/2020
35947,105,13,1287,18/09/2020
25713,133,12,1168,21/08/2020
20210,157,10,928,28/07/2020
36008,137,10,665,17/08/2020
14900,172,12,1162,13/07/2020
35188,533,9,1099,17/07/2019
21447,99,9,673,24/09/2020
38010,8,5,450,24/12/2020
5286,398,6,416,29/11/2019
9252,187,9,792,28/06/2020
37309,13,9,604,19/12/2020
8465,205,7,637,10/06/2020
22022,304,9,666,03/03/2020
29917,187,9,723,28/06/2020
38546,108,9,978,15/09/2020
30190,111,10,821,12/09/2020
13087,7,8,933,25/12/2020
3033,100,10,861,23/09/2020
12941,135,9,806,19/08/2020
1201,349,8,759,17/01/2020
14311,87,13,1300,06/10/2020
24938,7,15,1416,25/12/2020
11168,382,8,738,15/12/2019
1923,110,9,1259,13/09/2020
24781,235,8,894,11/05/2020
33880,41,17,1737,21/11/2020
39659,159,7,785,26/07/2020
18961,155,11,1262,30/07/2020
33946,158,11,972,27/07/2020
11060,134,10,1173,20/08/2020
20498,322,7,839,13/02/2020
4751,54,17,1864,08/11/2020
8306,165,11,1073,20/07/2020
23954,159,8,635,26/07/2020
12438,202,9,869,13/06/2020
19892,129,11,847,25/08/2020
20020,163,13,1292,22/07/2020
35690,350,12,1239,16/01/2020
29700,72,14,1285,21/10/2020
15178,104,12,991,19/09/2020
14387,139,8,678,15/08/2020
33647,136,11,880,18/08/2020
12005,232,8,704,14/05/2020
33289,508,7,765,11/08/2019
2389,102,8,868,21/09/2020
38015,91,15,1776,02/10/2020
9865,349,11,1193,17/01/2020
13413,150,8,1033,04/08/2020
15270,246,9,724,30/04/2020
10052,343,7,543,23/01/2020
2710,156,6,408,29/07/2020
22937,511,3,353,08/08/2019
39320,351,10,668,15/01/2020
3964,4,14,1320,28/12/2020
32717,4,12,1263,28/12/2020
16332,98,10,958,25/09/2020
31266,130,10,1018,24/08/2020
31536,45,16,1525,17/11/2020
23879,474,10,962,14/09/2019
4805,264,4,418,12/04/2020
31888,125,7,523,29/08/2020
28518,205,10,1086,10/06/2020
39837,121,7,653,02/09/2020
34757,404,3,285,23/11/2019
3845,47,8,653,15/11/2020
16971,500,6,549,19/08/2019
2990,75,16,1421,18/10/2020
17986,127,9,1217,27/08/2020
29741,188,12,1293,27/06/2020
22290,256,17,1440,20/04/2020
31349,165,8,586,20/07/2020
13934,147,14,1542,07/08/2020
2984,96,10,1144,27/09/2020
34404,234,7,537,12/05/2020
14324,154,10,1142,31/07/2020
11617,464,6,519,24/09/2019
21234,112,13,1165,11/09/2020
35271,288,16,1540,19/03/2020
11020,155,8,928,30/07/2020
14954,410,9,886,17/11/2019
12179,150,7,437,04/08/2020
8715,245,14,1398,01/05/2020
2646,142,10,1032,12/08/2020
21038,58,6,484,04/11/2020
9211,43,12,1340,19/11/2020
32013,48,10,1070,14/11/2020
33909,130,11,1246,24/08/2020
9371,50,8,465,12/11/2020
6717,112,12,1393,11/09/2020
22165,116,15,1247,07/09/2020
35456,135,11,680,19/08/2020
8992,210,6,532,05/06/2020
14168,121,4,648,02/09/2020
5067,18,5,560,14/12/2020
34802,131,10,1191,23/08/2020
14811,156,8,678,29/07/2020
21419,202,12,1006,13/06/2020
31190,38,13,1503,24/11/2020
15554,334,6,609,01/02/2020
37260,469,6,628,19/09/2019
14821,137,13,1207,17/08/2020
29992,31,11,1415,01/12/2020
7167,278,9,878,29/03/2020
29869,579,4,363,01/06/2019
13907,493,7,873,26/08/2019
7522,90,11,819,03/10/2020
260,147,13,1121,07/08/2020
31694,418,12,837,09/11/2019
2357,222,11,1070,24/05/2020
21067,61,10,1087,01/11/2020
37984,64,9,917,29/10/2020
37069,22,9,864,10/12/2020
10431,128,12,1291,26/08/2020
23759,384,15,1392,13/12/2019
12028,81,12,995,12/10/2020
36200,476,9,778,12/09/2019
22420,210,8,874,05/06/2020
6682,179,4,480,06/07/2020
14385,277,9,761,30/03/2020
32912,62,7,702,31/10/2020
2723,172,10,1300,13/07/2020
34848,432,11,1048,26/10/2019
30279,142,7,1063,12/08/2020
23916,414,4,357,13/11/2019
4147,233,7,745,13/05/2020
38585,211,10,863,04/06/2020
13721,132,10,1091,22/08/2020
1147,604,5,293,07/05/2019
11772,203,8,625,12/06/2020
39366,130,15,1379,24/08/2020
38246,202,11,1033,13/06/2020
16037,77,9,990,16/10/2020
16350,216,8,843,30/05/2020
24982,359,10,1327,07/01/2020
18914,342,5,521,24/01/2020
2435,83,8,706,10/10/2020
17791,303,4,197,04/03/2020
8503,167,16,1617,18/07/2020
11069,322,8,889,13/02/2020
27451,174,12,1107,11/07/2020
28495,95,12,1336,28/09/2020
18056,160,11,1273,25/07/2020
12295,279,9,658,28/03/2020
17132,263,10,904,13/04/2020
10438,81,10,1115,12/10/2020
26512,41,12,1087,21/11/2020
6071,92,5,559,01/10/2020
16788,165,11,841,20/07/2020
12686,73,9,851,20/10/2020
19454,417,4,373,10/11/2019
37506,115,9,1023,08/09/2020
38554,96,9,935,27/09/2020
8158,176,16,1661,09/07/2020
26541,156,12,1327,29/07/2020
15510,207,11,1303,08/06/2020
2353,31,7,540,01/12/2020
13906,353,11,1386,13/01/2020
28857,396,9,537,01/12/2019
11655,189,7,341,26/06/2020
33890,148,7,973,06/08/2020
8432,168,12,1394,17/07/2020
10260,95,6,678,28/09/2020
37875,296,6,526,11/03/2020
37063,35,11,1053,27/11/2020
33980,16,9,883,16/12/2020
12094,257,14,1198,19/04/2020
7678,169,11,857,16/07/2020
7677,427,8,712,31/10/2019
37008,8,14,1172,24/12/2020
17590,106,8,658,17/09/2020
5898,490,9,857,29/08/2019
33224,59,15,1941,03/11/2020
24443,463,4,357,25/09/2019
20194,56,10,1099,06/11/2020
9,244,9,1097,02/05/2020
34037,140,9,775,14/08/2020
27983,111,12,1255,12/09/2020
38209,246,9,1159,30/04/2020
2334,92,16,1427,01/10/2020
30223,474,3,295,14/09/2019
5043,245,7,492,01/05/2020
39428,99,7,446,24/09/2020
9682,182,10,966,03/07/2020
10164,342,12,999,24/01/2020
26872,176,14,960,09/07/2020
13344,241,13,1192,05/05/2020
27252,39,13,1215,23/11/2020
38885,52,4,448,10/11/2020
19144,246,6,566,30/04/2020
26131,90,9,935,03/10/2020
2245,33,9,835,29/11/2020
1954,181,10,1134,04/07/2020
28850,242,8,1086,04/05/2020
113,16,10,960,16/12/2020
18345,388,10,1018,09/12/2019
18571,101,15,949,22/09/2020
37813,132,9,1263,22/08/2020
4198,71,6,471,22/10/2020
36491,52,14,1111,10/11/2020
39276,151,8,774,03/08/2020
31815,382,10,1285,15/12/2019
17016,202,12,1395,13/06/2020
35952,18,11,1457,14/12/2020
171,83,7,628,10/10/2020
30312,173,11,1154,12/07/2020
28224,100,6,460,23/09/2020
19452,109,8,488,14/09/2020
11120,443,8,608,15/10/2019
4056,106,14,1578,17/09/2020
3834,125,8,833,29/08/2020
15295,147,8,1108,07/08/2020
15142,161,8,793,24/07/2020
17894,2,15,1570,30/12/2020
832,166,5,532,19/07/2020
20378,487,12,1081,01/09/2019
29116,226,6,719,20/05/2020
34380,187,9,898,28/06/2020
18958,139,14,1374,15/08/2020
306,123,9,864,31/08/2020
13655,172,11,971,13/07/2020
12804,131,12,1059,23/08/2020
26696,146,12,971,08/08/2020
33626,44,12,1247,18/11/2020
24042,218,9,808,28/05/2020
28759,136,4,430,18/08/2020
8316,35,11,1195,27/11/2020
15186,311,12,878,24/02/2020
32615,210,10,1067,05/06/2020
11684,175,6,494,10/07/2020
6893,71,9,944,22/10/2020
21535,39,9,755,23/11/2020
28354,156,12,1272,29/07/2020
33260,118,5,368,05/09/2020
33242,493,9,948,26/08/2019
10267,114,9,746,09/09/2020
9446,301,9,1243,06/03/2020
17243,142,6,545,12/08/2020
22454,418,3,396,09/11/2019
22695,218,8,544,28/05/2020
34369,276,10,1073,31/03/2020
15297,140,9,921,14/08/2020
28886,343,10,891,23/01/2020
17401,222,11,1080,24/05/2020
28174,455,7,487,03/10/2019
31467,588,2,132,23/05/2019
3366,60,8,840,02/11/2020
30955,68,9,1106,25/10/2020
1890,301,10,1130,06/03/2020
24422,217,11,1129,29/05/2020
32212,72,14,1722,21/10/2020
27409,62,13,951,31/10/2020
31156,15,7,749,17/12/2020
16086,55,9,984,07/11/2020
4379,139,9,776,15/08/2020
33275,277,13,1437,30/03/2020
23791,109,9,795,14/09/2020
39812,177,10,1131,08/07/2020
6150,130,5,645,24/08/2020
35608,412,8,976,15/11/2019
28670,126,9,898,28/08/2020
35698,222,7,438,24/05/2020
35026,166,7,355,19/07/2020
27099,136,9,844,18/08/2020
8016,263,10,948,13/04/2020
1316,6,13,1283,26/12/2020
30171,116,11,1323,07/09/2020
5082,218,7,588,28/05/2020
29645,162,11,746,23/07/2020
19183,113,5,442,10/09/2020
5701,458,4,274,30/09/2019
28879,114,6,461,09/09/2020
20388,134,9,885,20/08/2020
11150,130,15,1318,24/08/2020
33580,156,9,981,29/07/2020
26348,455,6,634,03/10/2019
22297,139,10,772,15/08/2020
13754,534,6,567,16/07/2019
12984,255,8,1023,21/04/2020
8226,124,9,767,30/08/2020
3222,202,9,791,13/06/2020
25735,113,9,849,10/09/2020
26208,34,7,895,28/11/2020
34212,172,5,700,13/07/2020
19347,305,13,1218,02/03/2020
18381,361,10,688,05/01/2020
3098,85,5,349,08/10/2020
15754,147,11,1147,07/08/2020
5881,527,6,600,23/07/2019
4896,115,11,1272,08/09/2020
1093,136,6,611,18/08/2020
16104,47,14,1276,15/11/2020
27963,13,11,1343,19/12/2020
11400,438,3,220,20/10/2019
12249,246,3,327,30/04/2020
267,276,10,901,31/03/2020
2503,225,13,1474,21/05/2020
37751,319,12,850,16/02/2020
1245,80,7,606,13/10/2020
21608,51,7,425,11/11/2020
36637,155,9,851,30/07/2020
30423,47,13,1261,15/11/2020
11408,234,5,669,12/05/2020
2082,426,8,407,01/11/2019
24193,389,8,668,08/12/2019
4122,121,8,992,02/09/2020
18027,75,11,1077,18/10/2020
20486,240,10,1038,06/05/2020
22997,260,7,737,16/04/2020
35082,46,10,1009,16/11/2020
29368,137,8,535,17/08/2020
15651,116,11,1023,07/09/2020
27249,78,15,1367,15/10/2020
3219,740,2,223,22/12/2018
14531,361,12,1008,05/01/2020
1908,149,9,483,05/08/2020
3616,470,10,1028,18/09/2019
6057,142,9,932,12/08/2020
28107,209,17,1912,06/06/2020
16252,110,13,1245,13/09/2020
33758,382,11,1196,15/12/2019
36464,71,10,711,22/10/2020
22367,677,6,374,23/02/2019
1974,169,8,1009,16/07/2020
33472,177,8,613,08/07/2020
13706,411,12,1225,16/11/2019
8653,277,7,521,30/03/2020
4544,107,13,1146,16/09/2020
4500,175,10,798,10/07/2020
4548,74,13,1249,19/10/2020
11116,144,10,1094,10/08/2020
19230,21,8,664,11/12/2020
3465,148,7,548,06/08/2020
30299,99,13,1089,24/09/2020
8441,41,10,1092,21/11/2020
12317,166,6,537,19/07/2020
16844,87,6,401,06/10/2020
21059,16,13,807,16/12/2020
6328,215,12,1306,31/05/2020
320,69,7,595,24/10/2020
2586,573,6,756,07/06/2019
28851,135,7,537,19/08/2020
23399,305,12,1104,02/03/2020
16602,282,8,620,25/03/2020
15616,215,11,1131,31/05/2020
543,455,6,545,03/10/2019
35619,157,11,1234,28/07/2020
34396,141,11,1208,13/08/2020
5435,61,10,1235,01/11/2020
27841,95,8,806,28/09/2020
13622,245,13,1229,01/05/2020
607,281,8,983,26/03/2020
26119,196,8,1022,19/06/2020
11515,155,13,1257,30/07/2020
14535,192,4,260,23/06/2020
3091,20,5,756,12/12/2020
16574,194,9,740,21/06/2020
20872,405,12,1219,22/11/2019
15066,260,11,930,16/04/2020
37375,210,5,502,05/06/2020
30024,4,15,1381,28/12/2020
21574,445,8,548,13/10/2019
30976,301,4,571,06/03/2020
19593,155,12,1213,30/07/2020
39761,57,12,1151,05/11/2020
175,307,3,345,28/02/2020
10303,41,14,1093,21/11/2020
33255,213,10,921,02/06/2020
18909,453,8,1046,05/10/2019
8340,86,9,877,07/10/2020
22042,232,5,315,14/05/2020
6701,113,11,1163,10/09/2020
22236,172,12,1318,13/07/2020
8737,26,8,806,06/12/2020
8450,94,11,1022,29/09/2020
16210,386,7,570,11/12/2019
14639,137,16,1439,17/08/2020
9374,28,16,1891,04/12/2020
34633,10,10,888,22/12/2020
10316,124,9,924,30/08/2020
31214,33,8,938,29/11/2020
21901,116,15,1622,07/09/2020
6335,170,9,922,15/07/2020
5180,573,3,191,07/06/2019
24150,442,7,855,16/10/2019
37248,89,14,1474,04/10/2020
5405,390,9,1106,07/12/2019
23212,134,6,395,20/08/2020
8762,357,3,194,09/01/2020
37390,109,9,624,14/09/2020
13733,67,15,1500,26/10/2020
31093,328,4,525,07/02/2020
28398,48,11,1076,14/11/2020
37205,120,2,55,03/09/2020
31370,498,9,813,21/08/2019
15307,91,10,752,02/10/2020
98,204,9,928,11/06/2020
4770,57,12,1104,05/11/2020
35473,103,5,301,20/09/2020
38201,223,7,624,23/05/2020
37393,87,11,1228,06/10/2020
19810,36,15,991,26/11/2020
497,74,12,1098,19/10/2020
6059,144,8,905,10/08/2020
23427,549,11,750,01/07/2019
4909,155,10,812,30/07/2020
28452,143,12,1106,11/08/2020
9504,233,4,315,13/05/2020
10821,98,7,641,25/09/2020
24727,181,10,1074,04/07/2020
7473,111,8,998,12/09/2020
5392,215,12,989,31/05/2020
702,203,12,967,12/06/2020
38203,325,11,1145,10/02/2020
8182,385,3,301,12/12/2019
36059,331,5,512,04/02/2020
34055,104,10,924,19/09/2020
13817,464,7,508,24/09/2019
18634,75,10,749,18/10/2020
17483,7,8,745,25/12/2020
30036,137,11,1302,17/08/2020
1229,253,8,1071,23/04/2020
19601,368,6,387,29/12/2019
10404,86,12,830,07/10/2020
17660,302,5,535,05/03/2020
15770,111,13,1288,12/09/2020
16537,160,13,1233,25/07/2020
15968,117,10,1112,06/09/2020
18155,69,13,1500,24/10/2020
24454,63,14,1283,30/10/2020
32824,96,9,801,27/09/2020
36634,199,11,1496,16/06/2020
35077,144,9,865,10/08/2020
36096,25,9,515,07/12/2020
3371,123,17,1519,31/08/2020
26150,117,10,897,06/09/2020
19944,64,9,655,29/10/2020
25310,252,5,626,24/04/2020
6886,60,12,1231,02/11/2020
32628,53,9,533,09/11/2020
3656,177,11,1239,08/07/2020
39402,45,14,1208,17/11/2020
1801,199,12,1315,16/06/2020
1558,220,9,1047,26/05/2020
339,489,9,917,30/08/2019
6858,534,5,682,16/07/2019
23114,176,8,781,09/07/2020
36132,146,17,1743,08/08/2020
36224,405,6,632,22/11/2019
3188,485,8,845,03/09/2019
37553,234,9,749,12/05/2020
17669,210,10,1005,05/06/2020
26357,96,9,777,27/09/2020
6157,536,6,597,14/07/2019
28842,97,13,810,26/09/2020
3412,107,9,1075,16/09/2020
10324,297,9,931,10/03/2020
39501,40,11,1156,22/11/2020
22664,86,12,1163,07/10/2020
17526,487,10,752,01/09/2019
39814,187,6,699,28/06/2020
36778,240,8,807,06/05/2020
29570,221,12,942,25/05/2020
18189,174,19,1659,11/07/2020
7770,160,9,693,25/07/2020
2805,278,11,661,29/03/2020
26734,40,14,1691,22/11/2020
31172,101,8,718,22/09/2020
34606,106,10,1090,17/09/2020
8236,382,3,248,15/12/2019
20222,127,13,1422,27/08/2020
8776,127,8,629,27/08/2020
1325,135,8,905,19/08/2020
30140,27,13,1542,05/12/2020
20185,254,6,737,22/04/2020
24702,115,12,1567,08/09/2020
21663,137,8,941,17/08/2020
21770,230,8,612,16/05/2020
34951,76,7,678,17/10/2020
30409,179,7,764,06/07/2020
38638,196,5,253,19/06/2020
32510,375,7,676,22/12/2019
17730,208,6,383,07/06/2020
15462,124,12,1182,30/08/2020
3933,47,16,1303,15/11/2020
11567,58,7,622,04/11/2020
4682,101,10,971,22/09/2020
34222,79,7,496,14/10/2020
8282,176,14,1349,09/07/2020
3447,346,6,667,20/01/2020
36375,293,5,394,14/03/2020
8351,25,7,682,07/12/2020
18764,172,8,984,13/07/2020
24078,80,10,830,13/10/2020
34939,122,7,468,01/09/2020
21846,222,9,806,24/05/2020
4066,137,7,919,17/08/2020
4585,163,15,1344,22/07/2020
29866,369,8,1072,28/12/2019
27772,121,13,945,02/09/2020
12531,139,10,1009,15/08/2020
14567,51,7,731,11/11/2020
14207,146,17,1912,08/08/2020
12678,90,12,1162,03/10/2020
31713,172,9,708,13/07/2020
4250,34,15,1532,28/11/2020
14384,139,6,719,15/08/2020
18140,114,7,548,09/09/2020
38907,65,14,1047,28/10/2020
2504,149,11,1048,05/08/2020
1714,196,4,233,19/06/2020
14132,219,15,1635,27/05/2020
19219,184,12,1144,01/07/2020
25479,301,15,1042,06/03/2020
1985,156,14,1336,29/07/2020
5922,441,2,179,17/10/2019
28380,47,5,427,15/11/2020
24764,62,5,604,31/10/2020
7843,429,6,699,29/10/2019
13331,144,11,1043,10/08/2020
7325,139,9,836,15/08/2020
8817,27,12,879,05/12/2020
29331,232,10,860,14/05/2020
245,94,9,727,29/09/2020
28840,208,15,1112,07/06/2020
39867,331,7,543,04/02/2020
17648,478,6,357,10/09/2019
8273,234,10,1086,12/05/2020
5738,33,8,934,29/11/2020
5334,65,15,1479,28/10/2020
36546,71,10,844,22/10/2020
15291,161,11,1141,24/07/2020
14259,244,12,1116,02/05/2020
16381,129,8,734,25/08/2020
3416,339,11,1284,27/01/2020
25838,30,8,848,02/12/2020
31881,401,9,712,26/11/2019
11651,384,6,549,13/12/2019
4798,163,10,672,22/07/2020
22014,173,16,1845,12/07/2020
24504,82,13,1304,11/10/2020
25328,26,9,1081,06/12/2020
389,168,12,1171,17/07/2020
12829,94,7,848,29/09/2020
11554,206,14,1389,09/06/2020
12290,231,10,740,15/05/2020
730,313,12,1055,22/02/2020
17120,184,10,1059,01/07/2020
37297,34,13,1267,28/11/2020
8582,39,17,1724,23/11/2020
25166,160,6,498,25/07/2020
18581,228,9,880,18/05/2020
8436,151,10,868,03/08/2020
36011,148,10,1124,06/08/2020
1664,203,12,1246,12/06/2020
20554,95,10,1312,28/09/2020
12467,179,12,660,06/07/2020
19953,89,10,944,04/10/2020
4291,174,11,1081,11/07/2020
2423,188,12,1479,27/06/2020
8379,92,13,1432,01/10/2020
3855,189,14,1493,26/06/2020
4347,136,9,440,18/08/2020
19738,168,8,860,17/07/2020
1844,255,6,511,21/04/2020
13797,163,12,1027,22/07/2020
39826,96,14,1299,27/09/2020
18638,107,11,871,16/09/2020
16033,71,12,1418,22/10/2020
37440,120,12,1104,03/09/2020
32629,203,8,662,12/06/2020
8395,13,8,703,19/12/2020
25259,128,11,1081,26/08/2020
3953,78,12,1194,15/10/2020
22820,291,10,815,16/03/2020
9402,5,16,1660,27/12/2020
34898,83,7,639,10/10/2020
11869,416,9,860,11/11/2019
10130,133,5,524,21/08/2020
19259,178,9,705,07/07/2020
33257,150,5,707,04/08/2020
38406,188,10,938,27/06/2020
21706,498,9,752,21/08/2019
17408,95,10,843,28/09/2020
39526,73,12,1270,20/10/2020
29459,182,8,664,03/07/2020
33716,56,9,814,06/11/2020
20650,29,12,1096,03/12/2020
33930,99,9,1016,24/09/2020
17049,167,11,1199,18/07/2020
24668,329,13,1152,06/02/2020
32648,376,7,741,21/12/2019
15998,159,12,996,26/07/2020
29749,151,9,666,03/08/2020
19140,181,11,940,04/07/2020
9766,555,6,557,25/06/2019
29283,105,6,615,18/09/2020
4866,184,9,914,01/07/2020
26622,174,9,878,11/07/2020
2088,252,8,514,24/04/2020
32929,172,10,873,13/07/2020
26146,82,8,688,11/10/2020
10456,177,4,509,08/07/2020
22464,79,11,1117,14/10/2020
25308,132,8,845,22/08/2020
28156,125,9,987,29/08/2020
11598,122,16,1666,01/09/2020
14310,125,12,717,29/08/2020
7555,248,10,962,28/04/2020
12655,172,11,866,13/07/2020
24267,213,14,1077,02/06/2020
27366,272,9,1071,04/04/2020
24885,31,11,859,01/12/2020
11748,154,7,607,31/07/2020
541,141,9,1085,13/08/2020
25913,145,10,977,09/08/2020
4353,126,14,1193,28/08/2020
15224,98,9,729,25/09/2020
12378,94,11,1212,29/09/2020
20319,287,12,1093,20/03/2020
12636,23,8,718,09/12/2020
16176,437,9,1024,21/10/2019
12953,137,11,1144,17/08/2020
35711,53,10,738,09/11/2020
27234,103,11,1365,20/09/2020
24013,93,16,1308,30/09/2020
35156,205,11,847,10/06/2020
7567,283,6,657,24/03/2020
14592,187,5,449,28/06/2020
24861,85,10,1011,08/10/2020
21755,192,7,958,23/06/2020
13712,354,7,651,12/01/2020
20904,194,10,659,21/06/2020
19122,135,9,589,19/08/2020
12828,90,11,1188,03/10/2020
26567,164,9,1064,21/07/2020
20088,54,16,1079,08/11/2020
15176,77,9,910,16/10/2020
18036,149,8,1160,05/08/2020
6547,139,6,728,15/08/2020
22908,118,10,929,05/09/2020
37867,45,11,1455,17/11/2020
33373,68,14,1406,25/10/2020
4921,160,9,1185,25/07/2020
30684,11,10,787,21/12/2020
7644,517,4,423,02/08/2019
7003,38,12,1399,24/11/2020
9000,48,12,1330,14/11/2020
8964,417,7,674,10/11/2019
24908,61,13,1064,01/11/2020
37193,40,8,549,22/11/2020
14155,160,15,1642,25/07/2020
26410,165,8,503,20/07/2020
14163,251,9,930,25/04/2020
30555,137,5,277,17/08/2020
9874,199,6,678,16/06/2020
32433,87,8,1120,06/10/2020
26745,79,6,559,14/10/2020
25387,426,6,465,01/11/2019
39615,394,11,1119,03/12/2019
25883,189,8,952,26/06/2020
29233,115,13,1164,08/09/2020
4623,83,15,1544,10/10/2020
21713,140,13,821,14/08/2020
5590,428,6,790,30/10/2019
4322,5,15,1741,27/12/2020
9894,336,5,532,30/01/2020
12529,112,6,598,11/09/2020
16930,150,9,920,04/08/2020
25834,109,15,1597,14/09/2020
12267,132,10,1100,22/08/2020
16611,64,11,977,29/10/2020
3756,290,7,595,17/03/2020
31724,105,11,1069,18/09/2020
2160,39,8,1104,23/11/2020
27941,190,13,999,25/06/2020
14370,161,12,1339,24/07/2020
9026,489,6,576,30/08/2019
23247,289,6,309,18/03/2020
25112,378,8,903,19/12/2019
27662,151,10,820,03/08/2020
38384,86,18,1631,07/10/2020
18913,276,7,355,31/03/2020
37671,274,11,1025,02/04/2020
10003,174,10,732,11/07/2020
13291,153,7,757,01/08/2020
39003,217,13,1038,29/05/2020
13769,547,9,748,03/07/2019
20602,107,16,1411,16/09/2020
213,81,12,1537,12/10/2020
18330,37,10,758,25/11/2020
17323,85,17,1720,08/10/2020
22626,55,10,902,07/11/2020
7406,126,10,595,28/08/2020
34835,92,10,1334,01/10/2020
18285,184,4,223,01/07/2020
8838,151,10,580,03/08/2020
38213,440,9,760,18/10/2019
18833,144,12,969,10/08/2020
15832,33,10,796,29/11/2020
30382,71,12,1341,22/10/2020
14607,119,14,1207,04/09/2020
39713,401,8,834,26/11/2019
5074,307,7,748,28/02/2020
39247,53,11,1055,09/11/2020
36074,160,7,415,25/07/2020
11570,205,9,758,10/06/2020
15619,205,7,883,10/06/2020
4988,101,15,1275,22/09/2020
27993,80,13,1415,13/10/2020
28187,190,12,1093,25/06/2020
29518,438,7,460,20/10/2019
28021,149,15,1342,05/08/2020
27269,117,10,1150,06/09/2020
20750,468,9,832,20/09/2019
27956,129,12,792,25/08/2020
38867,118,12,837,05/09/2020
22126,148,10,1138,06/08/2020
24245,512,6,678,07/08/2019
28027,113,4,209,10/09/2020
9036,442,8,859,16/10/2019
14972,64,9,1127,29/10/2020
24465,238,10,877,08/05/2020
17595,165,9,979,20/07/2020
9072,96,10,1186,27/09/2020
4904,245,9,1118,01/05/2020
39239,67,15,1127,26/10/2020
6386,74,7,651,19/10/2020
390,187,10,834,28/06/2020
25958,3,10,910,29/12/2020
4357,164,10,1197,21/07/2020
8875,23,9,860,09/12/2020
12967,516,14,1424,03/08/2019
12495,209,9,1252,06/06/2020
29630,91,6,502,02/10/2020
21035,256,9,1184,20/04/2020
16110,182,7,694,03/07/2020
25087,396,6,739,01/12/2019
37819,455,9,1065,03/10/2019
5404,284,7,714,23/03/2020
38225,241,14,1226,05/05/2020
22641,95,8,774,28/09/2020
34797,120,11,750,03/09/2020
28616,87,11,814,06/10/2020
